merge_path	call_type	sample_id	description	strand	window	percent	convert_type	file_type	group_id
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC04_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_Pos_20_0.55_GC.PEAK.genome.merge	high	4	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13	Pos	20	0.55	GC	PEAK	4
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC04_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_Pos_20_0.55_GH.PEAK.genome.merge	high	4	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13	Pos	20	0.55	GH	PEAK	4
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC04_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_Pos_20_0.55_CH.PEAK.genome.merge	high	4	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13	Pos	20	0.55	CH	PEAK	4
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC04_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_Pos_20_0.55_CG.PEAK.genome.merge	high	4	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13	Pos	20	0.55	CG	PEAK	4
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC05_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	5	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_RH1	Neg	20	0.55	GC	PEAK	5
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC05_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	5	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_RH1	Neg	20	0.55	GH	PEAK	5
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_20_0.55_GH.PEAK.genome.merge	high	6	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB	Neg	20	0.55	GH	PEAK	6
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_20_0.55_GC.PEAK.genome.merge	high	6	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB	Neg	20	0.55	GC	PEAK	6
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	6	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB	Pos	20	0.55	CG	PEAK	7
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	6	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB	Pos	20	0.55	CH	PEAK	7
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_20_0.55_GC.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Neg	20	0.55	GC	PEAK	8
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_20_0.55_CG.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Neg	20	0.55	CG	PEAK	8
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_20_0.55_GH.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Neg	20	0.55	GH	PEAK	8
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_20_0.55_CH.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Pos	20	0.55	CH	PEAK	9
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_20_0.55_CG.PEAK.genome.merge	high	7	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX	Pos	20	0.55	CG	PEAK	9
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	8	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1	Neg	20	0.55	GH	PEAK	10
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	8	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1	Neg	20	0.55	GC	PEAK	10
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CH.PEAK.genome.merge	high	8	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1	Pos	20	0.55	CH	PEAK	11
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CG.PEAK.genome.merge	high	8	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1	Pos	20	0.55	CG	PEAK	11
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	9	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	20	0.55	CG	PEAK	12
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	9	PFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	20	0.55	CH	PEAK	12
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_GH.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Neg	20	0.55	GH	PEAK	13
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_CG.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Neg	20	0.55	CG	PEAK	13
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_CH.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Neg	20	0.55	CH	PEAK	13
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_GC.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Neg	20	0.55	GC	PEAK	13
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Pos_20_0.55_CG.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Pos	20	0.55	CG	PEAK	14
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Pos_20_0.55_CH.PEAK.genome.merge	high	10	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11	Pos	20	0.55	CH	PEAK	14
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Neg	20	0.55	GH	PEAK	15
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Neg_20_0.55_CG.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Neg	20	0.55	CG	PEAK	15
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Neg	20	0.55	GC	PEAK	15
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Pos_20_0.55_CH.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Pos	20	0.55	CH	PEAK	16
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC11_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1_Pos_20_0.55_CG.PEAK.genome.merge	high	11	PFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_RH1	Pos	20	0.55	CG	PEAK	16
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC12_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	12	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_COSSB	Pos	20	0.55	CG	PEAK	17
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC12_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	12	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_COSSB	Pos	20	0.55	CH	PEAK	17
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Neg_20_0.55_GH.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Neg	20	0.55	GH	PEAK	18
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Neg_20_0.55_CG.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Neg	20	0.55	CG	PEAK	18
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Neg_20_0.55_CH.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Neg	20	0.55	CH	PEAK	18
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Neg_20_0.55_GC.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Neg	20	0.55	GC	PEAK	18
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Pos_20_0.55_CG.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Pos	20	0.55	CG	PEAK	19
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC13_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_Pos_20_0.55_CH.PEAK.genome.merge	high	13	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX	Pos	20	0.55	CH	PEAK	19
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC14_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	14	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1	Neg	20	0.55	GC	PEAK	20
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC14_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	14	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1	Neg	20	0.55	GH	PEAK	20
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC14_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CG.PEAK.genome.merge	high	14	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1	Pos	20	0.55	CG	PEAK	21
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC14_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CH.PEAK.genome.merge	high	14	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_RH1	Pos	20	0.55	CH	PEAK	21
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC15_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB_Neg_20_0.55_GH.PEAK.genome.merge	high	15	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Neg	20	0.55	GH	PEAK	22
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC15_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB_Neg_20_0.55_GC.PEAK.genome.merge	high	15	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Neg	20	0.55	GC	PEAK	22
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC15_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	15	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Pos	20	0.55	CH	PEAK	23
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC15_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	15	PFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Pos	20	0.55	CG	PEAK	23
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC16_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_Neg_20_0.55_CH.PEAK.genome.merge	high	16	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08	Neg	20	0.55	CH	PEAK	24
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC16_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_Neg_20_0.55_GC.PEAK.genome.merge	high	16	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08	Neg	20	0.55	GC	PEAK	24
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC16_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_Pos_20_0.55_CG.PEAK.genome.merge	high	16	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08	Pos	20	0.55	CG	PEAK	25
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC16_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_Pos_20_0.55_CH.PEAK.genome.merge	high	16	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08	Pos	20	0.55	CH	PEAK	25
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC17_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	17	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1	Neg	20	0.55	GH	PEAK	26
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC17_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	17	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1	Neg	20	0.55	GC	PEAK	26
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC17_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1_Pos_20_0.55_CH.PEAK.genome.merge	high	17	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1	Pos	20	0.55	CH	PEAK	27
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC17_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1_Pos_20_0.55_CG.PEAK.genome.merge	high	17	PFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1	Pos	20	0.55	CG	PEAK	27
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC18_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB_Neg_20_0.55_GC.PEAK.genome.merge	high	18	PFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB	Neg	20	0.55	GC	PEAK	28
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC18_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB_Neg_20_0.55_GH.PEAK.genome.merge	high	18	PFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB	Neg	20	0.55	GH	PEAK	28
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC18_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	18	PFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB	Pos	20	0.55	CG	PEAK	29
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC18_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	18	PFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB	Pos	20	0.55	CH	PEAK	29
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC19_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	19	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB	Pos	20	0.55	CH	PEAK	30
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC19_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	19	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB	Pos	20	0.55	CG	PEAK	30
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC20_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB_Neg_20_0.55_CH.PEAK.genome.merge	high	20	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB	Neg	20	0.55	CH	PEAK	31
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC20_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB_Neg_20_0.55_CG.PEAK.genome.merge	high	20	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB	Neg	20	0.55	CG	PEAK	31
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC20_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB_Pos_20_0.55_CH.PEAK.genome.merge	high	20	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB	Pos	20	0.55	CH	PEAK	32
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC20_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB_Pos_20_0.55_CG.PEAK.genome.merge	high	20	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB	Pos	20	0.55	CG	PEAK	32
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC21_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_RH1_Neg_20_0.55_GC.PEAK.genome.merge	high	21	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_RH1	Neg	20	0.55	GC	PEAK	33
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC21_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_RH1_Neg_20_0.55_GH.PEAK.genome.merge	high	21	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_RH1	Neg	20	0.55	GH	PEAK	33
../resources/mergedFiles/PBEH2_bismark_bt2.bam_genePBEH2_BCBC21_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_RH1_Neg_20_0.55_CG.PEAK.genome.merge	high	21	PFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_RH1	Neg	20	0.55	CG	PEAK	33
